Numero Pedido Cliente;NF CF;Cliente;Vendedor;Emissao
1066183;197439;OFELIA SARRI MORETE - HORTOLANDIA;CELSO NUNES TEIXEIRA;17/09/2026
1066182;197511;MERCADO ROSA DE SARON - VILA MATILDE;JOSE ROBERTO DENIZIO;17/09/2026
1066180;197503;BENGALA - 06;JOSE ROBERTO DENIZIO;17/09/2026
1066179;197322;DISCAMP - VALINHOS;OSNEY RICARDO;17/09/2026
1066178;197415;SAO JOAO SUPERMERCADOS - APARECIDA;EDERVAL DONIZETE DA SILVA;17/09/2026
1066176;197418;SAO JOAO SUPERMERCADOS - LJ 01;EDERVAL DONIZETE DA SILVA;17/09/2026
1066175;197310;DISCAMP - PAULINEA;OSNEY RICARDO;17/09/2026
1066174;197311;DISCAMP - PAULINEA;OSNEY RICARDO;17/09/2026
1066173;197417;SAO JOAO SUPERMERCADOS - TANCREDO NEVES;EDERVAL DONIZETE DA SILVA;17/09/2026
1066172;197781;ANDORINHA;DANIEL CAMACHO;17/09/2026
1066171;197416;SAO JOAO SUPERMERCADOS - CENTRO;EDERVAL DONIZETE DA SILVA;17/09/2026
1066169;197302;SUPERMERCADOS UNISSUL - CENTRO;RENATO SANTO MICHELMANN;17/09/2026
1066168;197419;SAO JOAO SUPERMERCADOS - GUARANESIA;EDERVAL DONIZETE DA SILVA;17/09/2026
1066167;197498;BENGALA - 06;JOSE ROBERTO DENIZIO;17/09/2026
1066166;197421;SAO JOAO SUPERMERCADOS - DONA FLORIANA;EDERVAL DONIZETE DA SILVA;17/09/2026
1066165;197050;BENGALA - 05;JOSE ROBERTO DENIZIO;17/09/2026
1066164;197667;MPTD SUPERMERCADO;JUAREZ COSTA;17/09/2026
1066139;197593;REDE ALIANCA - PORTAL SUPERMERCADO;PAULO COSTA;17/09/2026
1066138;197862;CASA DE CARNES COPA RIO;CAROLINA DOS SANTOS ROCHA;17/09/2026
1066137;197457;MERCADINHO KI PRECO;CAROLINA DOS SANTOS ROCHA;17/09/2026
1066136;197455;MERCADINHO KI PRECO;CAROLINA DOS SANTOS ROCHA;17/09/2026
1066135;197456;MERCADINHO KI PRECO;CAROLINA DOS SANTOS ROCHA;17/09/2026
1066134;197318;SUPERMERCADO CALEGARIS - 03;OSNEY RICARDO;17/09/2026
1066133;197309;SUPERMERCADO CALEGARIS - 02;OSNEY RICARDO;17/09/2026
1066132;196713;ALCANCE PLUS COMERCIO VAREJISTA;JOSE ARTENCIO;17/09/2026
1066131;197313;SUPERMERCADO CALEGARIS - 01;OSNEY RICARDO;17/09/2026
1066130;197314;SUPERMERCADO CALEGARIS - 01;OSNEY RICARDO;17/09/2026
1066129;197594;REDE ALIANCA - PORTAL SUPERMERCADO;PAULO COSTA;17/09/2026
1066128;197599;COMERCIAL SOUZA ATACADISTA DE ALIMENTOS;GILMERIO QUEIROZ - GERENTE DE AREA;17/09/2026
1066127;197604;COMERCIAL SOUZA ATACADISTA DE ALIMENTOS;GILMERIO QUEIROZ - GERENTE DE AREA;17/09/2026
1066126;197607;COMERCIAL SOUZA ATACADISTA DE ALIMENTOS;GILMERIO QUEIROZ - GERENTE DE AREA;17/09/2026
1066125;197606;COMPREMIX COMERCIO DE PRODUTOS;GILMERIO QUEIROZ - GERENTE DE AREA;17/09/2026
1066124;197605;COMPREMIX COMERCIO DE PRODUTOS;GILMERIO QUEIROZ - GERENTE DE AREA;17/09/2026
1066123;197603;COMPREMIX COMERCIO DE PRODUTOS;GILMERIO QUEIROZ - GERENTE DE AREA;17/09/2026
1066122;197602;COMERCIAL SOUZA ATACADISTA DE ALIMENTOS;GILMERIO QUEIROZ - GERENTE DE AREA;17/09/2026
1066121;197601;COMERCIAL SOUZA ATACADISTA DE ALIMENTOS;GILMERIO QUEIROZ - GERENTE DE AREA;17/09/2026
1066120;197026;CATO - LJ 02;EDSON MALAGUTTI;17/09/2026
1066119;197027;CATO - LJ 02;EDSON MALAGUTTI;17/09/2026
1066118;197600;COMPREMIX COMERCIO DE PRODUTOS;GILMERIO QUEIROZ - GERENTE DE AREA;17/09/2026
1066117;197339;AKKI - 10;LEANDRO GOLDINHO LOPES;17/09/2026
1066116;197840;AKKI - 08;LEANDRO GOLDINHO LOPES;17/09/2026
1066115;197349;AKKI - 06;LEANDRO GOLDINHO LOPES;17/09/2026
1066114;197259;AKKI - 05;LEANDRO GOLDINHO LOPES;17/09/2026
1066113;197822;AKKI - 04;LEANDRO GOLDINHO LOPES;17/09/2026
1066112;197267;AKKI - 03;LEANDRO GOLDINHO LOPES;17/09/2026
1066111;197610;AKKI - 02;LEANDRO GOLDINHO LOPES;17/09/2026
1066110;197338;AKKI - 01;LEANDRO GOLDINHO LOPES;17/09/2026
1066109;197144;CASA DE CARNES CRISTALIA;ALEXANDRE VIANA;17/09/2026
1066108;197820;MERCADINHO KI PRECO  - LJ 2;CAROLINA DOS SANTOS ROCHA;17/09/2026
1066107;197340;CASTELAO;SILVANO ARRUDA;17/09/2026
1066106;197458;MERCADINHO KI PRECO;CAROLINA DOS SANTOS ROCHA;17/09/2026
1066105;197150;CASA DE CARNES CRISTALIA;ALEXANDRE VIANA;17/09/2026
1066104;197320;SO OFERTAS - LJ 04;OSNEY RICARDO;17/09/2026
1066103;197316;RT COMERCIO DE PRODUTOS ALIMENTICIOS;CELSO NUNES TEIXEIRA;17/09/2026
1066101;197321;SO OFERTAS - LJ 04;OSNEY RICARDO;17/09/2026
1066099;197205;BOM LUGAR - 24;PAULO COSTA;17/09/2026
1066097;197284;SUPERMERCADO ANTONIO DE SOUZA;EDERVAL DONIZETE DA SILVA;17/09/2026
1066096;197300;SUPERMERCADO MOREIRA;EDERVAL DONIZETE DA SILVA;17/09/2026
1066095;197301;SUPERMERCADO MOREIRA;EDERVAL DONIZETE DA SILVA;17/09/2026
1066094;197145;MERCEARIA V. A.;ALEXANDRE VIANA;17/09/2026
1066093;197146;MERCEARIA V. A.;ALEXANDRE VIANA;17/09/2026
1066092;197505;JF DOCES E BEBIDAS;CAIO VINICIUS AMORIM;17/09/2026
1066091;197811;JOANIN  - MATRIZ;ALENCAR SILVA;17/09/2026
1066089;197378;BENGALA - 02;JOSE ROBERTO DENIZIO;17/09/2026
1066088;197049;BENGALA  - 03;JOSE ROBERTO DENIZIO;17/09/2026
1066087;197048;BENGALA - 05;JOSE ROBERTO DENIZIO;17/09/2026
1066086;197047;BENGALA  - 03;JOSE ROBERTO DENIZIO;17/09/2026
1066085;197046;BENGALA - 05;JOSE ROBERTO DENIZIO;17/09/2026
1066084;197786;MERCADO RAINHA;AROLDO BATISTA SANTOS;17/09/2026
1066083;196878;HIROTA EXPRESS - CD 98;GILMERIO QUEIROZ - GERENTE DE AREA;17/09/2026
1066082;196880;MERCADINHO COQUEIRO;SILVANO ARRUDA;17/09/2026
1066081;196879;MERCADINHO COQUEIRO;SILVANO ARRUDA;17/09/2026
1066080;197045;BENGALA  - 03;JOSE ROBERTO DENIZIO;17/09/2026
1066079;197039;PIRANA - AUTO SERVICO;EDSON MALAGUTTI;17/09/2026
1066078;197384;BENGALA - 02;JOSE ROBERTO DENIZIO;17/09/2026
1066076;197044;MERCADO HAPPY FAMILIA;GUSTAVO GOMES;17/09/2026
1066075;197690;LIQIN CHEN;GUSTAVO GOMES;17/09/2026
1066073;197779;F & K DISTRIBUIDORA;JOSE ROBERTO DENIZIO;17/09/2026
1066070;197778;F & K DISTRIBUIDORA;JOSE ROBERTO DENIZIO;17/09/2026
1066067;196372;VALTER PINHEIRO;VALTER PINHEIRO;17/09/2026
1066066;197379;BENGALA - 02;JOSE ROBERTO DENIZIO;17/09/2026
1066059;196877;SUPERVAREJAO SAUDE - 01;INES MARTIN;17/09/2026
1066057;197796;MAMA - MERCADO ARRUEIRAS;ALENCAR SILVA;17/09/2026
1066056;196876;SUPERVAREJAO SAUDE - 01;INES MARTIN;17/09/2026
1066055;197649;MERCADO CHAVES;ALENCAR SILVA;17/09/2026
1066054;197775;DUQUE - LJ 03;FLAVIA SIQUEIRA;17/09/2026
1066052;197795;MAMA - MERCADO ARRUEIRAS;ALENCAR SILVA;17/09/2026
1066050;197034;COMPRE SUPER BEM - LJ 01;JOSE GOMES DOS S.;17/09/2026
1066049;196923;COMPRE SUPER BEM - LJ 01;JOSE GOMES DOS S.;17/09/2026
1066041;698;ASSAI - 357;FERNANDO VOLTERO;17/09/2026
1066040;196629;TIO BEBA - MIRACATU;KALIEL DE CALDA LEITE;17/09/2026
1066039;196633;SUPERMERCADO TIO BEBA PEDRO TOLEDODO II;KALIEL DE CALDA LEITE;17/09/2026
1066038;697;ASSAI - 357;FERNANDO VOLTERO;17/09/2026
1066037;196630;TIO BEBA - VILA SANCHES;KALIEL DE CALDA LEITE;17/09/2026
1066033;196679;PAO DE ACUCAR-COMPANHIA BRASILEIRA DE DISTRIB - RJ;EDMILSON NUNES;17/09/2026
1066032;196680;PAO DE ACUCAR-COMPANHIA BRASILEIRA DE DISTRIB - RJ;EDMILSON NUNES;17/09/2026
1066029;196394;TIO BEBA - FLORESTA;KALIEL DE CALDA LEITE;17/09/2026
1066028;196631;TIO BEBA - VILA SANCHES;KALIEL DE CALDA LEITE;17/09/2026
1066027;196634;TIO BEBA - ITARIRI;KALIEL DE CALDA LEITE;17/09/2026
1066025;196628;SUPERMERCADO TIO BEBA PEDRO TOLEDODO II;KALIEL DE CALDA LEITE;17/09/2026
1066022;196924;COMPRE SUPER BEM - LJ 01;JOSE GOMES DOS S.;17/09/2026
1066021;197035;COMPRE SUPER BEM - LJ 01;JOSE GOMES DOS S.;17/09/2026
1066020;196391;TIO BEBA - FLORESTA;KALIEL DE CALDA LEITE;17/09/2026
1066017;197159;COMERCIAL NOSSA SENHORA DA BOA HORA;RONILSON RIBEIRO;17/09/2026
1066016;196810;MAMA - MERCADO LAURA;ALENCAR SILVA;17/09/2026
1066011;197694;TENNESSEE  SANTOS -  LOJA 36;RONILSON RIBEIRO;17/09/2026
1066009;197838;DISTRIBUIDORA BICA DE PEDRA;DAIANE CRISTINA DE OLIVEIRA;17/09/2026
1066008;197387;ASSAI - 357;FERNANDO VOLTERO;17/09/2026
1066007;197386;ASSAI - 357;FERNANDO VOLTERO;17/09/2026
1066006;197575;MERCADO FONTE NOVA BELA VISTA;FELIPE GOMES;17/09/2026
1066005;197823;FONTE NOVA - 13;FELIPE GOMES;17/09/2026
1066004;197376;FONTE NOVA  - 11;FELIPE GOMES;17/09/2026
1066003;196408;COMERCIO DE OVOS;KELVIN;17/09/2026
1066001;197462;FONTE NOVA - 09;FELIPE GOMES;17/09/2026
1066000;197461;FONTE NOVA - 10;FELIPE GOMES;17/09/2026
1065998;197518;FONTE NOVA - 08;FELIPE GOMES;17/09/2026
1065997;197574;FONTE NOVA - 05;FELIPE GOMES;17/09/2026
1065996;197449;FONTE NOVA - 07;FELIPE GOMES;17/09/2026
1065995;197168;FONTE NOVA - 04;FELIPE GOMES;17/09/2026
1065994;197196;BOM LUGAR - IV;PAULO COSTA;17/09/2026
1065993;197428;FONTE NOVA - 02;FELIPE GOMES;17/09/2026
1065992;197203;BOM LUGAR - 24;PAULO COSTA;17/09/2026
1065991;197166;FONTE NOVA - 03;FELIPE GOMES;17/09/2026
1065990;197167;FONTE NOVA - 01;FELIPE GOMES;17/09/2026
1065989;196392;TIO BEBA - FLORESTA;KALIEL DE CALDA LEITE;17/09/2026
1065988;197198;RITA DE CASSIA CORREA PACHECO;PAULO SERGIO;17/09/2026
1065987;197810;JOANIN  - MATRIZ;ALENCAR SILVA;17/09/2026
1065986;196978;DALBEN - TAQUARAL;OSNEY RICARDO;17/09/2026
1065985;196622;ZOMPER;CELSO NUNES TEIXEIRA;17/09/2026
1065981;197019;FONTE NOVA - 14;FELIPE GOMES;17/09/2026
1065980;196826;NAGUMO - AGUA CHATA CD;JAMIR RIBEIRO;17/09/2026
1065979;197368;CASA DOS CEREAIS;ROBSON BERTOLINI;17/09/2026
1065978;196624;TIO BEBA - MIRACATU;KALIEL DE CALDA LEITE;17/09/2026
1065977;197370;CASA DOS CEREAIS;ROBSON BERTOLINI;17/09/2026
1065975;197808;NAGUMO - AGUA CHATA CD;JAMIR RIBEIRO;17/09/2026
1065974;197389;NAGUMO - AGUA CHATA CD;JAMIR RIBEIRO;17/09/2026
1065973;197247;SUPERMERCADO ALEGRIA;RODRIGO LEANDRO CAMARGO;17/09/2026
1065972;197303;TERRA PRETA;CLAUDIO AKIO SOGA;17/09/2026
1065971;197454;MERCADO CARVALHO;CLAUDIO AKIO SOGA;17/09/2026
1065970;197450;MERCADO EXPEDITA ISIDORO;CLAUDIO AKIO SOGA;17/09/2026
1065969;197451;MERCADO EXPEDITA ISIDORO;CLAUDIO AKIO SOGA;17/09/2026
1065968;196626;SUPERMERCADO TIO BEBA PEDRO TOLEDODO II;KALIEL DE CALDA LEITE;17/09/2026
1065967;196632;TIO BEBA - VILA SANCHES;KALIEL DE CALDA LEITE;17/09/2026
1065966;196980;SO OFERTAS - LJ 03;OSNEY RICARDO;17/09/2026
1065952;197855;MERCADO NOVA GERACAO - JARDIM SAO PAULO;FLAVIA SIQUEIRA;17/09/2026
1065951;197222;FESTVAL BEAL ATACADO;FORTUNATO SALVALAGGIO;17/09/2026
1065950;197331;MERCEARIA FIARRE;JOSE GOMES DOS S.;17/09/2026
1065949;197158;COMERCIAL NOSSA SENHORA DA BOA HORA;RONILSON RIBEIRO;17/09/2026
1065948;196811;MAMA - MERCADO LAURA;ALENCAR SILVA;17/09/2026
1065947;197334;MERCEARIA FIARRE;JOSE GOMES DOS S.;17/09/2026
1065946;197336;MERCEARIA FIARRE;JOSE GOMES DOS S.;17/09/2026
1065945;196818;MERCADO PB SEMBLEIA;JUAREZ COSTA;17/09/2026
1065944;196816;MERCADO PB SEMBLEIA;JUAREZ COSTA;17/09/2026
1065942;196817;MERCADO PB SEMBLEIA;JUAREZ COSTA;17/09/2026
1065941;196819;VILA ZAIRA - BROOKLIN;SILVANO ARRUDA;17/09/2026
1065940;196403;SITIO VERDE - LJ 02;SILVANO ARRUDA;17/09/2026
1065939;196812;MERCADO E SACOLAO RIOS;JUAREZ COSTA;17/09/2026
1065938;196813;MERCADO E SACOLAO RIOS;JUAREZ COSTA;17/09/2026
1065937;196407;MERCADO E DISTRIBUIDORA BRILHANTE;JUAREZ COSTA;17/09/2026
1065936;196627;TIO BEBA - ITARIRI;KALIEL DE CALDA LEITE;17/09/2026
1065935;196406;MERCADO E DISTRIBUIDORA BRILHANTE;JUAREZ COSTA;17/09/2026
1065934;197260;MERCADO KIODAI - ITAPECERICA;ERICK MOREIRA;17/09/2026
1065933;196998;CALVO - JD ARICANDUVA;VALDENIR VOLTERO;17/09/2026
1065932;197763;KRILL - MATRIZ;JOSE SOARES;17/09/2026
1065931;196994;HORTIFRUTI FARTURA;FLAVIA SIQUEIRA;17/09/2026
1065930;196993;HORTIFRUTI FARTURA;FLAVIA SIQUEIRA;17/09/2026
1065929;196913;HIGA SANTA BARBARA - LOJA 10;OSNEY RICARDO;17/09/2026
1065928;196393;MAGNANIMO - LJ 06;KALIEL DE CALDA LEITE;17/09/2026
1065926;197669;REIS SUPERMERCADOS;JUAREZ COSTA;17/09/2026
1065922;196625;MAGNANIMO - LJ 11;KALIEL DE CALDA LEITE;17/09/2026
1065920;196339;CD - NOVO PROENCA;MARCELO GREGORIO;17/09/2026
1065916;196358;CASA DO NORTE MTJP;TELEVENDAS - DA TERRINHA;17/09/2026
1065915;196357;CASA DO NORTE MTJP;TELEVENDAS - DA TERRINHA;17/09/2026
1065914;196995;HORTIFRUTI FARTURA;FLAVIA SIQUEIRA;17/09/2026
1065912;196992;CORREIA ITU;PAULO COSTA;17/09/2026
1065904;197762;KRILL - MATRIZ;JOSE SOARES;17/09/2026
1065901;196999;CALVO - JD ARICANDUVA;VALDENIR VOLTERO;17/09/2026
1065900;197197;CASA SANTA LUZIA;CAROLINA DOS SANTOS ROCHA;17/09/2026
1065808;197274;TOKIO LOJA 2;CARLOS FERREIRA;17/09/2026
1065807;196500;SUPERMERCADO BAHAMAS - CD JF;CAIO MEIRELLES;17/09/2026
1065806;197011;ALVARO - LJ INTERLAGOS;ERICK MOREIRA;17/09/2026
1065805;196449;PRECO MELHOR;ERICK MOREIRA;17/09/2026
1065803;196820;PADARIA LEIRIENSE;ERICK MOREIRA;17/09/2026
1065801;197568;GUILHERMINA;JOSE SOARES;17/09/2026
1065771;197358;ZASTRAS - IRMAOS MARCHINI;JOSE GOMES DOS S.;17/09/2026
1065770;197564;OCIAN;JOSE SOARES;17/09/2026
1065769;197565;NOSSO ACOUGUE - CAICARA;JOSE SOARES;17/09/2026
1065737;196981;QUITANDA MARIA;OSNEY RICARDO;17/09/2026
1065736;197020;FONTE NOVA - 14;FELIPE GOMES;17/09/2026
1065735;196621;ZOMPER;CELSO NUNES TEIXEIRA;17/09/2026
1065702;197100;VITORIA REGIA FIGUEIRAS;LUCIANO PEREIRA;17/09/2026
1065679;197226;SUP DOVALE - 06;FLAVIA SIQUEIRA;17/09/2026
1065678;196404;TENNESSEE - PREMIUM ALIMENTOS;INES MARTIN;17/09/2026
1065677;197702;SUP DOVALE  - VALE MAIS ATACADISTA;FLAVIA SIQUEIRA;17/09/2026
1065676;197237;VEND PERTO MACHINES;FLAVIA SIQUEIRA;17/09/2026
1065675;197236;VEND PERTO MACHINES;FLAVIA SIQUEIRA;17/09/2026
1065674;197242;MERCADINHO A MINEIRA;FLAVIA SIQUEIRA;17/09/2026
1065673;197241;MERCADINHO A MINEIRA;FLAVIA SIQUEIRA;17/09/2026
1065672;197244;OSLO COMERCIAL DE ALIMENTOS;FLAVIA SIQUEIRA;17/09/2026
1065671;197367;GARANTIA COMERCIO DE EMBALAGENS;CARLOS FERREIRA;17/09/2026
1065669;197275;TOKIO LOJA 2;CARLOS FERREIRA;17/09/2026
1065636;197452;MERCADO EXPEDITA ISIDORO;CLAUDIO AKIO SOGA;17/09/2026
1065603;197453;MERCADO CARVALHO;CLAUDIO AKIO SOGA;17/09/2026
1065571;197248;SUPERMERCADO ALEGRIA;RODRIGO LEANDRO CAMARGO;17/09/2026
1065570;197299;TERRA PRETA;CLAUDIO AKIO SOGA;17/09/2026
1065537;197272;TOKIO LOJA 2;CARLOS FERREIRA;16/09/2026
1065509;196446;MERCADINHO SANTA FÉ;ERICK MOREIRA;16/09/2026
1065508;197273;MERCADO SUPER FRESCO;CARLOS FERREIRA;16/09/2026
1065507;197277;MERCADO SUPER FRESCO;CARLOS FERREIRA;16/09/2026
1065506;197328;MERCADO BOM VIZINHO;CARLOS FERREIRA;16/09/2026
1065505;197329;MERCADO BOM VIZINHO;CARLOS FERREIRA;16/09/2026
1065504;197278;ATACADO HUGAO;CARLOS FERREIRA;16/09/2026
1065503;197764;REIMBERG - JEQUIRITUBA;KELVIN;16/09/2026
1065502;197761;REIMBERG - JEQUIRITUBA;KELVIN;16/09/2026
1065501;196864;STYLLUS - 01;FELIPE GOMES;16/09/2026
1065500;196869;SUPER PORTUGUES - 02;FELIPE GOMES;16/09/2026
1065499;197519;STYLLUS - 03;FELIPE GOMES;16/09/2026
1065498;196868;STYLLUS - 04;FELIPE GOMES;16/09/2026
1065497;196871;STYLLUS - 05;FELIPE GOMES;16/09/2026
1065496;196873;STYLLUS - 06;FELIPE GOMES;16/09/2026
1065495;196865;STYLLUS - 07;FELIPE GOMES;16/09/2026
1065494;196675;VOG COMERCIO DE ALIMENTOS;FELIPE GOMES;16/09/2026
1065493;197465;COMERCIAL BOLSAO - LJ 02;FELIPE GOMES;16/09/2026
1065492;196537;SUPERMERCADO AGOSTINHO;GUSTAVO GOMES;16/09/2026
1065491;196536;MERCADINHO J J L L;GUSTAVO GOMES;16/09/2026
1065490;197722;REDE X - 02;RODOLFO QUERINO LUIZ - GERENTE DE AREA;16/09/2026
1065489;197783;REDE X - 03;RODOLFO QUERINO LUIZ - GERENTE DE AREA;16/09/2026
1065488;197832;REDE X - 04;RODOLFO QUERINO LUIZ - GERENTE DE AREA;16/09/2026
1065486;197814;REDE X - 08;RODOLFO QUERINO LUIZ - GERENTE DE AREA;16/09/2026
1065485;197740;REDE X - 09;RODOLFO QUERINO LUIZ - GERENTE DE AREA;16/09/2026
1065484;197676;REDE X - 10;RODOLFO QUERINO LUIZ - GERENTE DE AREA;16/09/2026
1065483;197735;REDE X - 11;RODOLFO QUERINO LUIZ - GERENTE DE AREA;16/09/2026
1065482;197734;REDE X - 11;RODOLFO QUERINO LUIZ - GERENTE DE AREA;16/09/2026
1065481;197749;REDE X - 14;RODOLFO QUERINO LUIZ - GERENTE DE AREA;16/09/2026
1065479;196740;KS TWO COMERCIAL E DISTRIBUIDORA;VALTER AMARAL MACHADO;16/09/2026
1065478;197715;REDE X - 16;RODOLFO QUERINO LUIZ - GERENTE DE AREA;16/09/2026
1065477;197745;REDE X - 17;RODOLFO QUERINO LUIZ - GERENTE DE AREA;16/09/2026
1065476;197777;REDE X - 19;RODOLFO QUERINO LUIZ - GERENTE DE AREA;16/09/2026
1065475;197675;REDE X - 12;RODOLFO QUERINO LUIZ - GERENTE DE AREA;16/09/2026
1065474;197616;REDE X - 13;RODOLFO QUERINO LUIZ - GERENTE DE AREA;16/09/2026
1065473;197751;REDE X - 14;RODOLFO QUERINO LUIZ - GERENTE DE AREA;16/09/2026
1065472;197701;REDE X - 18;RODOLFO QUERINO LUIZ - GERENTE DE AREA;16/09/2026
1065470;197833;REDE X - 04;RODOLFO QUERINO LUIZ - GERENTE DE AREA;16/09/2026
1065469;197766;REDE X - 05;RODOLFO QUERINO LUIZ - GERENTE DE AREA;16/09/2026
1065468;197815;REDE X - 08;RODOLFO QUERINO LUIZ - GERENTE DE AREA;16/09/2026
1065467;197741;REDE X - 09;RODOLFO QUERINO LUIZ - GERENTE DE AREA;16/09/2026
1065466;197674;REDE X - 10;RODOLFO QUERINO LUIZ - GERENTE DE AREA;16/09/2026
1065465;197733;REDE X - 11;RODOLFO QUERINO LUIZ - GERENTE DE AREA;16/09/2026
1065464;197744;REDE X - 17;RODOLFO QUERINO LUIZ - GERENTE DE AREA;16/09/2026
1065463;197776;REDE X - 19;RODOLFO QUERINO LUIZ - GERENTE DE AREA;16/09/2026
1065462;197255;REIMBERG - EMBU GUACU;KELVIN;16/09/2026
1065461;197254;REIMBERG - EMBU GUACU;KELVIN;16/09/2026
1065460;197726;REDE X - 01;RODOLFO QUERINO LUIZ - GERENTE DE AREA;16/09/2026
1065459;197724;REDE X - 02;RODOLFO QUERINO LUIZ - GERENTE DE AREA;16/09/2026
1065458;197785;REDE X - 03;RODOLFO QUERINO LUIZ - GERENTE DE AREA;16/09/2026
1065457;197750;REDE X - 14;RODOLFO QUERINO LUIZ - GERENTE DE AREA;16/09/2026
1065455;197716;REDE X - 16;RODOLFO QUERINO LUIZ - GERENTE DE AREA;16/09/2026
1065454;197732;REDE X - 11;RODOLFO QUERINO LUIZ - GERENTE DE AREA;16/09/2026
1065453;197731;REDE X - 11;RODOLFO QUERINO LUIZ - GERENTE DE AREA;16/09/2026
1065452;197617;REDE X - 13;RODOLFO QUERINO LUIZ - GERENTE DE AREA;16/09/2026
1065451;197813;REDE X - 08;RODOLFO QUERINO LUIZ - GERENTE DE AREA;16/09/2026
1065450;197743;REDE X - 09;RODOLFO QUERINO LUIZ - GERENTE DE AREA;16/09/2026
1065449;196448;PRECO MELHOR;ERICK MOREIRA;16/09/2026
1065448;197673;REDE X - 10;RODOLFO QUERINO LUIZ - GERENTE DE AREA;16/09/2026
1065447;197767;REDE X - 05;RODOLFO QUERINO LUIZ - GERENTE DE AREA;16/09/2026
1065446;197817;REDE X - 08;RODOLFO QUERINO LUIZ - GERENTE DE AREA;16/09/2026
1065445;197768;REDE X - 06;RODOLFO QUERINO LUIZ - GERENTE DE AREA;16/09/2026
1065444;197723;REDE X - 02;RODOLFO QUERINO LUIZ - GERENTE DE AREA;16/09/2026
1065443;197784;REDE X - 03;RODOLFO QUERINO LUIZ - GERENTE DE AREA;16/09/2026
1065442;197137;REIMBERG - PERSONAL GARDEN;KELVIN;16/09/2026
1065441;197136;REIMBERG - PERSONAL GARDEN;KELVIN;16/09/2026
1065440;196445;MERCADINHO SANTA FÉ;ERICK MOREIRA;16/09/2026
1065439;196447;MERCADINHO SANTA FÉ;ERICK MOREIRA;16/09/2026
1065438;197831;REDE X - 04;RODOLFO QUERINO LUIZ - GERENTE DE AREA;16/09/2026
1065409;197297;SUPERMERCADO PARAISO - PARAISO POLVILHO;FRANCISCO ANACLETO;16/09/2026
1065408;197704;SUP DOVALE  - VALE MAIS ATACADISTA;FLAVIA SIQUEIRA;16/09/2026
1065407;197554;ATALAIA - ATACADISTA;JOSE SOARES;16/09/2026
1065406;197557;ATALAIA COMERCIO ATACADISTA;JOSE SOARES;16/09/2026
1065405;197363;ZASTRAS - SUPERMERCADO ZT;JOSE GOMES DOS S.;16/09/2026
1065404;197225;SUP DOVALE - 06;FLAVIA SIQUEIRA;16/09/2026
1065402;196401;HORTIFRUTI TURMALINA;INES MARTIN;16/09/2026
1065401;197266;SUPERMERCADO IMPERIO;EDSON MALAGUTTI;16/09/2026
1065400;197265;SB SUPERMERCADO;EDSON MALAGUTTI;16/09/2026
1065399;196990;CORREIA ITU;PAULO COSTA;16/09/2026
1065398;196991;CORREIA ITU;PAULO COSTA;16/09/2026
1065397;196637;SUP PIRACICABA - 01 - SOMAR;JOSE RICARDO FERNANDES;16/09/2026
1065396;196745;MERCADO MILA;JOSE ROBERTO DENIZIO;16/09/2026
1065395;196638;SUP PIRACICABA - 01 - SOMAR;JOSE RICARDO FERNANDES;16/09/2026
1065394;196617;MEGAMIX SUPERMERCADO;JOSE RICARDO FERNANDES;16/09/2026
1065393;196639;SUP PIRACICABA - 02;JOSE RICARDO FERNANDES;16/09/2026
1065392;196635;SUP PIRACICABA - 02;JOSE RICARDO FERNANDES;16/09/2026
1065391;196640;SUP PIRACICABA - 03;JOSE RICARDO FERNANDES;16/09/2026
1065390;196636;SUP PIRACICABA - 03;JOSE RICARDO FERNANDES;16/09/2026
1065389;196642;SUP PIRACICABA - 05 - SOMAR;JOSE RICARDO FERNANDES;16/09/2026
1065388;196641;SUP PIRACICABA - 05 - SOMAR;JOSE RICARDO FERNANDES;16/09/2026
1065387;197359;ZASTRAS - IRMAOS MARCHINI;JOSE GOMES DOS S.;16/09/2026
1065386;197391;TAGARELAS DOCES;JOSE GOMES DOS S.;16/09/2026
1065385;196585;EDL MERCADO;JUAREZ COSTA;16/09/2026
1065384;196369;HORTIFRUIT  DO JAPA;JUAREZ COSTA;16/09/2026
1065383;196600;MERCADO ALIANCA - 03;AROLDO BATISTA SANTOS;16/09/2026
1065382;196747;MERCEARIA DANILILI;JOSE ROBERTO DENIZIO;16/09/2026
1065381;196731;SUPERMERCADO NOSE;ALEXANDRE VIANA;16/09/2026
1065380;196746;MERCADO MILA;JOSE ROBERTO DENIZIO;16/09/2026
1065379;196368;HORTIFRUIT  DO JAPA;JUAREZ COSTA;16/09/2026
1065378;197362;ZASTRAS - IRMAOS MARCHINI;JOSE GOMES DOS S.;16/09/2026
1065377;196380;SABORES DA TERRINHA - LOJA 03;ELTON;16/09/2026
1065376;197058;SUP DOVALE - 02;FLAVIA SIQUEIRA;16/09/2026
1065375;197365;ZASTRAS - SUPERMERCADO ZT;JOSE GOMES DOS S.;16/09/2026
1065374;197077;SUP DOVALE - 03;FLAVIA SIQUEIRA;16/09/2026
1065373;196749;SUP DOVALE - 04;FLAVIA SIQUEIRA;16/09/2026
1065372;197572;SUP DOVALE - 05;FLAVIA SIQUEIRA;16/09/2026
1065371;196402;HORTIFRUTI TURMALINA;INES MARTIN;16/09/2026
1065369;196586;EDL MERCADO;JUAREZ COSTA;16/09/2026
